search_id,timestamp,site_id,user_country_id,user_hist_stars,user_hist_paid,listing_country_id,listing_id,listing_stars,listing_review_score,is_brand,location_score1,location_score2,log_historical_price,listing_position,price_usd,has_promotion,destination_id,length_of_stay,booking_window,num_adults,num_kids,num_rooms,stay_on_saturday,log_click_proportion,distance_to_dest,random_sort,competitor1_rate,competitor1_has_availability,competitor1_price_percent_diff,competitor2_rate,competitor2_has_availability,competitor2_price_percent_diff,competitor3_rate,competitor3_has_availability,competitor3_price_percent_diff,competitor4_rate,competitor4_has_availability,competitor4_price_percent_diff,competitor5_rate,competitor5_has_availability,competitor5_price_percent_diff,competitor6_rate,competitor6_has_availability,competitor6_price_percent_diff,competitor7_rate,competitor7_has_availability,competitor7_price_percent_diff,competitor8_rate,competitor8_has_availability,competitor8_price_percent_diff,clicked,booking_value,booked
550085,25/03/2013 13:22,5,59,,,215,1970,3,0,0,6.01,,4.97,22,99,0,14828,1,12,2,0,1,1,,5791.15,0,,,,,,,,,,,,,1,0,10,0,0,10,1,0,10,,,,0,,0
437166,03/05/2013 18:47,5,219,,,219,90809,3,4,0,3.85,0.0692,4.7,33,118,1,8192,1,51,4,0,1,0,,240.32,1,,,,,,,1,1,25,,,,-1,0,14,,,,,,,1,0,7,0,,0
544045,03/04/2013 13:51,32,220,,,98,63250,4,4,1,4.82,0.0406,4.96,30,104.61,0,24731,4,165,2,0,1,0,,4584.27,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
96923,19/02/2013 23:53,5,181,,,181,40166,3,3,0,0.69,0,4.84,29,136339,0,12907,1,38,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
431273,07/12/2012 12:38,22,92,,,216,14087,3,4.5,0,3.22,0.0116,4.44,7,50.51,0,1404,2,33,2,0,1,0,,,1,,,,,,,,,,1,0,85,,1,,,,,,,,,,,0,,0
128539,24/11/2012 12:03,5,219,,,219,138376,0,4,1,1.39,,4.65,6,81,0,1777,1,14,2,4,1,1,,11.03,0,,,,-1,0,4,1,0,8,,,,,,,,,,,,,-1,0,5,0,,0
542211,28/05/2013 13:47,5,219,,,219,117294,5,5,1,3.37,0.0615,5.98,28,199,1,8192,2,14,2,0,1,0,,267.83,0,,,,,,,0,0,,,,,,1,,,,,,,,0,0,,0,,0
3146,16/04/2013 11:15,5,219,,,219,1230,3,3.5,0,5.83,0.4831,5.72,15,294,0,5677,2,16,2,1,1,1,,,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,0
126458,28/01/2013 22:07,32,220,,,219,77109,3,4,1,4.74,,5.36,7,159.39,1,4447,7,355,2,2,1,0,,6786.74,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
200945,17/04/2013 13:28,5,219,,,219,59320,4,4,0,2.4,0.0066,5.21,24,128,1,16570,5,15,2,0,1,0,,2113.82,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
294224,05/03/2013 09:49,5,219,,,100,32279,2,2.5,0,2.89,0.0079,4.65,10,38,0,17311,1,3,2,0,1,1,,,1,,,,,,,,,,,,,-1,0,25,,,,,,,-1,0,25,0,,0
117539,11/11/2012 13:59,5,219,,,219,7377,4,4,0,3.81,0.0752,5.15,13,120,1,13870,1,0,2,2,1,0,,76.75,0,,,,,,,,,,,,,1,0,11,,,,,,,1,0,11,0,,0
66138,16/05/2013 09:09,5,219,,,219,101069,4,4.5,1,1.95,0.0274,5.19,1,160,0,28055,1,13,2,0,1,0,,3.21,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
550069,22/11/2012 22:05,13,81,,,81,3356,4,3.5,1,3.71,0.0673,4.7,27,87.23,0,19688,1,3,2,0,1,0,,,0,,,,0,0,,1,0,16,0,0,,0,0,,,,,,,,,,,0,,0
293931,27/06/2013 10:29,5,219,,,219,117546,2,3,1,2.89,0.317,0,13,56,1,17111,4,0,2,0,1,1,,550.79,0,,,,0,0,,,,,,,,,,,,,,,,,0,0,,0,,0
329604,12/02/2013 15:51,5,219,,,219,20362,4,3.5,1,3,0.1013,5.32,14,135,0,24373,2,136,2,0,1,1,-12.0948,2336.13,1,,,,,1,,,,,,,,0,0,,,,,,,,0,0,,0,,0
595928,06/12/2012 13:18,5,219,,,219,95076,4,4.5,1,3.09,0.1246,4.98,4,90,0,11299,1,4,1,0,1,0,,427.98,0,,,,0,0,7,1,0,26,,,,,,,,,,,,,1,0,48,0,,0
151689,10/03/2013 18:11,31,219,,,219,135634,2,2.5,1,1.1,0.0098,4.08,3,32,1,3806,7,34,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
110631,23/04/2013 03:25,5,129,,,129,94676,4,4,1,4.86,0.6067,5.28,10,243,0,447,1,1,1,0,1,0,,,0,,,,,,,,,,,,,1,0,6,,,,,,,,,,0,,0
153162,04/05/2013 06:48,5,33,,,99,24775,4,4.5,0,4.65,0.0284,6.13,4,547,0,4440,4,53,2,1,1,0,,,0,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
207490,24/12/2012 09:34,5,219,,,219,54116,4,4.5,1,4.29,0.4265,5.51,7,161,0,570,1,3,2,0,1,1,,,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
336986,25/02/2013 13:36,5,219,,,219,83045,3,3.5,0,3.26,0.3431,5.63,8,239,0,12588,1,39,2,1,1,1,,349.86,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
32299,03/04/2013 07:57,5,219,,,219,83916,0,3,0,1.61,0.0006,4.89,27,60,0,2475,2,0,1,1,1,0,,59.48,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
282206,26/04/2013 09:38,5,219,,,219,4544,3,4,1,2.94,0.0647,4.81,22,104,0,8026,2,35,4,1,1,1,,289.41,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
532829,11/03/2013 19:37,5,219,,,219,57690,2,3,1,2.83,,4.81,10,94,0,20515,1,1,2,0,1,0,,156.31,1,,,,-1,0,14,-1,0,14,,,,0,0,,,,,,,,-1,0,14,0,,0
11544,07/02/2013 13:51,19,158,4.23,283.17,219,31825,3,4.5,0,5.18,0.4767,5.41,21,249.74,0,4271,4,71,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
387588,26/11/2012 12:12,15,219,,,164,30946,3,3,0,4.91,0.1627,3.58,33,28.85,1,12902,2,30,1,0,1,0,,8885.94,0,,,,,,,,,,0,0,,1,0,4,,,,,,,,,,0,,0
543014,18/06/2013 13:23,5,219,,,215,73928,4,5,1,2.89,0.1344,0,1,98,0,21449,1,22,3,0,1,0,,3435.7,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
277576,01/01/2013 12:26,18,129,,,129,97321,3,0,0,0,,4.77,34,66.01,0,21839,2,3,2,0,1,1,,128.66,0,,,,,,,,,,,,,,-1,,,,,,-1,,,,,0,,0
583112,28/12/2012 14:27,5,219,3,199.21,219,110981,0,2,0,1.61,0.0092,4.55,34,60,0,17747,1,0,1,0,1,1,,64.24,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
402725,26/02/2013 20:27,18,129,,,129,129904,4,3.5,1,4.61,0.0173,5.09,20,104.49,1,18433,1,6,1,0,1,0,,268.8,0,,,,,,,,,,,,,0,0,,0,0,,,1,,,,,0,,0
115008,11/02/2013 21:27,5,219,,,219,16467,2,2.5,0,4.16,,4.86,27,107,0,16654,1,5,2,0,1,1,,95.11,1,,,,-1,0,14,-1,0,24,,,,-1,0,14,,,,,,,-1,0,24,0,,0
601885,11/12/2012 15:04,16,31,,,31,62122,0,4.5,0,1.39,,4.44,18,96.24,1,602,3,181,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
576025,10/12/2012 12:14,5,219,,,219,137407,3,4.5,1,2.3,0.0249,4.98,8,99,0,21913,1,5,2,0,1,1,,222.06,1,,,,,,,,,,,,,0,0,,,,,,,,0,0,,0,,0
48805,06/02/2013 18:28,12,99,4,114.41,55,12616,2,4,0,1.79,0.001,3.89,35,186.64,0,10979,1,73,3,1,1,1,,,1,,,,,,,,,,,,,0,1,,,,,,,,,,,0,,0
454519,27/05/2013 09:51,14,100,,,127,85530,3,3.5,0,0.69,,5.93,13,191.47,0,21002,7,40,2,0,1,0,,1324.97,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
232511,06/11/2012 05:31,5,15,,,186,115014,5,4.5,0,3.43,0.0288,5.72,4,275,0,24630,1,3,1,0,1,1,,,0,,,,,1,,,,,,,,0,0,,,,,0,0,,,,,0,,0
2702,19/12/2012 20:31,5,219,,,219,49555,3,4.5,1,2.08,0.051,4.86,31,90,0,25964,1,54,2,0,1,0,,2458.29,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
386809,11/05/2013 20:56,32,220,,,81,63269,4,5,0,2.3,0.0145,5.44,18,227.57,0,28088,2,73,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
479490,26/02/2013 17:25,5,219,,,219,37164,4,4.5,0,3.85,0.0663,5.56,27,549,0,11939,2,6,2,1,1,0,,1923.24,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
5447,06/03/2013 16:06,32,220,,,129,58955,4,4,1,1.39,0.0879,4.46,15,56.28,1,17296,4,89,2,0,1,0,-14.3871,10072.94,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
11099,28/11/2012 22:08,16,31,,,32,76551,3,4,0,3.47,0.4727,4.88,1,91.97,0,10788,3,8,2,1,1,1,,204.65,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,1,286.99,1
485741,19/02/2013 14:41,5,219,,,219,3566,2,4,1,3.37,,5.12,29,130,0,14389,2,10,1,0,1,1,,227.79,0,,,,0,0,,0,0,,,,,1,0,19,,,,,,,0,0,,0,,0
242584,27/12/2012 21:08,5,219,,,219,17144,0,2.5,1,0.69,,4.24,30,71,0,22505,2,8,2,2,1,1,,153.04,0,,,,,,,,,,,,,,,,,,,,,,1,0,14,0,,0
108703,16/02/2013 06:18,5,219,,,219,44484,2,3,1,3.33,0.0673,4.39,7,57,0,2463,2,0,2,0,1,1,,559.93,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
406526,06/06/2013 13:46,5,219,,,219,66506,3,4,1,4.72,0.188,0,28,219,0,18774,1,6,1,0,1,0,,803.92,0,,,,0,0,4,1,0,4,,,,0,0,4,,,,,,,0,0,4,0,,0
219218,07/06/2013 00:27,5,219,,,219,123180,2,4,0,4.11,0.0651,0,15,215,0,3694,2,14,2,3,1,1,-25.2522,169.02,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
579764,19/11/2012 07:58,5,219,,,219,52503,3,4.5,1,1.1,0.0031,4.73,12,74,0,11381,1,18,2,0,1,1,,68.75,0,,,,0,0,,0,0,,,,,,,,,,,,,,,,,0,,0
45301,31/03/2013 13:16,14,100,,,31,8666,2,4,0,6.09,0.3466,5.22,24,132.69,0,25721,4,131,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
468985,26/06/2013 10:53,15,55,3.62,428.51,138,87695,4,4,0,4.36,0.2032,0,20,186.83,0,26389,1,5,1,0,1,0,,625.55,1,,,,,,,,,,,,,-1,0,9,,1,,-1,0,9,1,0,13,0,,0
16410,26/03/2013 10:39,14,100,,,100,17724,3,4.5,1,1.39,0.0387,5.04,2,133.85,0,27605,1,8,2,2,1,0,,369.98,1,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
254711,06/05/2013 22:28,5,219,,,219,126116,2,3,0,1.95,,4.51,25,75,0,10518,1,5,2,0,1,1,,23.96,1,,,,-1,0,2,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
272088,01/01/2013 21:43,5,28,,,219,91254,4,4.5,0,0,0.0004,4.91,34,142,0,8347,15,217,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
405507,18/04/2013 09:06,5,219,,,219,128890,4,5,0,2.71,0.0049,5.17,3,149,1,6592,1,0,2,0,1,1,,1221.14,0,,,,1,0,17,1,0,11,,,,0,0,17,,,,,,,0,0,19,0,,0
337890,28/05/2013 15:18,5,219,,,219,14950,2,3,1,0,0.0017,4.2,10,49,0,3073,1,16,1,1,2,1,,321.12,0,,,,0,0,,0,0,,,,,1,0,17,,,,,,,0,0,,0,,0
274145,31/01/2013 11:33,5,219,,,219,3638,3,4.5,1,3.09,0.751,5.11,8,269,0,24596,1,63,2,0,1,1,-15.807,695.59,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
12166,04/06/2013 13:11,5,219,,,219,104455,4,4.5,1,2.3,,0,18,159,0,15541,1,3,1,0,1,1,,138.91,0,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
57514,03/02/2013 13:24,16,31,,,56,83991,4,3.5,0,4.17,0.1461,5.04,27,96.84,0,16170,1,6,2,0,1,1,,172.57,0,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
306878,19/01/2013 13:31,5,219,,,219,24092,4,4,1,4.37,0.3319,5.28,10,99,0,570,1,1,2,0,1,0,,,0,,,,0,0,,0,0,23,,,,0,0,18,,,,,,,0,0,16,0,,0
572710,31/01/2013 22:35,24,216,,,205,15030,4,4.5,0,3.43,,5.75,18,214.28,1,6867,1,1,2,0,1,1,,,0,,,,0,0,,0,0,,0,0,6,0,0,2,,,,,,,,,,0,,0
80115,10/11/2012 18:57,5,219,,,219,54548,3,4,1,3.22,0.122,4.8,37,74,0,21382,1,32,1,0,1,0,,124.03,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
461730,10/05/2013 15:22,5,219,,,132,73866,5,4.5,1,5.28,0.0087,6.21,18,438,1,1815,3,33,2,0,2,0,,3659.52,0,1,0,5,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
51603,25/01/2013 21:06,18,129,,,219,30618,3,3.5,1,3.89,0.0475,5.35,16,240.98,0,15307,1,94,2,0,1,0,,3560.87,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
238434,12/05/2013 20:47,5,219,,,219,117997,2,3,1,3.04,0.331,4.67,16,90,0,14215,1,1,1,0,1,0,,605.43,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
237960,21/03/2013 17:46,1,13,,,181,9073,5,4.5,1,1.79,0.0211,5.55,8,175.02,1,12907,2,20,1,1,1,0,,,1,,,,,,,,,,,,,0,0,,,,,1,0,18,,,,0,,0
594366,24/02/2013 13:05,5,219,,,132,105637,3,4,1,2.2,0.002,5,25,119,0,1815,3,79,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
544972,24/04/2013 12:02,5,219,,,219,66102,2,3,0,5.21,0.0182,5.17,31,99,1,6507,1,3,1,0,1,1,,900.62,1,,,,-1,1,22,,,,,,,,,,,,,,,,,,,0,,0
52638,22/01/2013 21:59,18,129,,,219,88496,3,3.5,0,2.83,0.1635,5.36,20,218.43,0,27730,1,42,2,0,1,0,-6.9009,4868.07,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
135210,23/05/2013 16:03,5,219,,,219,126548,2,2.5,1,2.2,0.0229,4.55,10,65,0,17603,1,9,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
180828,21/06/2013 17:13,14,100,,,100,135731,0,2,0,2.56,0.1837,0,22,94.67,0,14161,2,14,2,0,1,1,,205.75,1,,,,,0,,,,,,,,,,,,,,,,,,,,0,,0
268025,01/06/2013 15:42,7,100,,,219,65642,4,4.5,1,2.4,0.0318,5.37,15,115.66,0,4748,3,28,2,2,1,1,,445.62,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
521507,27/01/2013 18:36,24,216,,,92,69043,3,4,0,3.3,0.0817,4.88,16,59.48,1,19390,1,13,2,0,1,1,,,0,,,,,,,,,,-1,0,15,-1,0,23,,,,,,,,,,0,,0
209095,03/02/2013 13:33,14,100,,,219,90679,2,4,1,1.61,0.1338,4.79,9,110.39,0,2346,2,137,2,0,1,1,-25.7234,126.31,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
255352,17/04/2013 18:35,5,219,4,235.76,219,5321,3,4.5,1,1.39,0.0376,4.96,2,169,0,25783,1,37,2,2,2,1,,,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
580301,18/06/2013 16:11,5,219,,,219,114474,3,0,0,3.5,0.2649,0,16,89,1,20253,2,4,2,2,1,1,,47.44,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
491661,24/02/2013 18:57,15,55,,,132,129725,4,4,1,4.93,0.0136,5.1,2,157.7,1,1815,2,55,1,1,2,1,,,0,0,0,5,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
95352,13/03/2013 11:37,24,117,,,202,63569,3,3.5,0,2.77,0.0316,4.26,9,53.83,1,18822,2,4,1,0,1,0,,,0,,,,1,0,8,,,,,,,0,0,,,,,,,,,,,0,,0
284697,10/05/2013 08:42,5,219,,,219,31977,4,4,0,2.2,0.0243,4.97,22,64,0,16570,1,14,1,0,1,1,,8.07,1,,,,1,0,49,1,0,47,,,,,1,,,,,,,,1,0,35,1,72.4,1
587761,19/01/2013 19:38,2,56,,,219,3213,3,3.5,0,5.67,0.1788,5.88,35,284.99,1,5143,5,169,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
338474,24/02/2013 09:26,31,219,,,219,92024,3,3.5,0,1.61,0.0235,4.65,4,129,1,13216,4,145,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
20536,26/12/2012 02:37,5,219,,,219,104033,2,1,0,1.1,,5.48,7,299,0,11700,1,5,2,0,1,0,,35.42,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
486843,19/06/2013 17:56,5,219,,,219,128827,4,4,1,1.39,,0,14,108,0,21126,1,10,2,0,1,1,,135.26,0,,,,,,,0,0,,,,,1,0,11,,,,,,,0,0,,0,,0
504712,19/03/2013 09:10,5,117,,,219,122714,3,4.5,1,2.08,,4.99,18,139,0,4586,3,2,2,0,1,1,,,0,,,,,,,,,,,,,,1,,,,,,,,,,,0,,0
551096,28/06/2013 16:02,9,59,,,205,134406,5,4.5,1,4.16,0.0417,0,27,23.9,0,28317,1,3,1,0,1,0,,8794.17,0,,,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,,0
240197,22/06/2013 10:48,31,219,,,219,102873,3,4.5,1,1.95,0.0241,0,7,209,0,8754,1,2,2,0,1,0,,105.87,0,,,,0,0,,,-1,,,,,0,0,,,,,,,,0,0,,0,,0
411209,25/01/2013 19:48,5,219,,,158,98377,5,4.5,0,3.91,0.0596,5.39,13,142,1,26819,1,29,1,0,1,1,,7605.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
478968,13/01/2013 11:42,5,219,,,219,87654,3,4.5,1,1.95,0.0124,4.64,18,95,0,6783,1,21,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
417255,14/02/2013 13:22,11,103,,,103,66719,3,3.5,0,2.77,0.2823,4.15,7,64.66,1,11197,1,16,2,0,1,1,,,0,,,,1,0,35,,1,,0,0,,-1,0,7,,,,,,,,,,0,,0
261977,13/05/2013 10:25,5,219,,,162,76628,4,5,0,3.89,0.1369,4.97,20,92,0,22919,3,43,2,1,1,0,,5713.15,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
573484,18/06/2013 08:45,5,219,,,219,122453,2,3.5,1,1.61,,0,32,79,0,19371,5,5,1,0,1,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,0,,0,,0
150373,01/06/2013 09:53,5,219,,,206,47433,5,4,1,5.11,0.0732,5.45,9,139,1,9227,4,20,2,0,1,1,,6518.54,1,,,,,,,,,,,,,0,0,,,,,,,,,,,0,,0
495541,03/03/2013 20:04,5,219,,,219,74567,3,4.5,1,2.94,0.2613,5.1,24,99,0,15051,1,0,1,0,1,0,,385.03,0,,,,0,0,8,,,,,,,0,0,8,,,,,,,,,,0,,0
565683,27/03/2013 11:01,12,99,,,219,55754,2,2.5,1,5.11,0.2936,4.8,1,62.62,1,8183,4,13,3,0,1,0,,,1,,,,1,0,117,1,0,117,,,,1,1,4,,,,,,,0,0,4,1,,0
529023,15/02/2013 19:10,14,100,,,100,108963,3,4,1,4.5,0.0487,5.12,33,108.31,0,6792,2,58,2,0,1,0,,263.21,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
421019,29/04/2013 18:08,14,100,3.5,235.87,100,82858,3,4,1,2.83,0.0421,5.09,20,186.91,0,7683,1,77,3,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
549595,15/06/2013 12:32,5,219,,,219,58752,2,2,0,1.79,,0,29,65,0,6202,1,45,2,0,1,0,,675.68,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
446950,23/04/2013 12:17,5,219,,,219,118448,2,3.5,1,3.58,0.1916,4.17,25,71,0,25403,1,4,1,0,1,1,,679.11,0,,,,,,,,,,,,,,,,,,,,,,0,0,6,0,,0
303964,02/05/2013 22:27,5,219,,,219,127979,2,4.5,1,2.48,0.0561,4.64,16,129,0,19115,3,101,4,4,2,0,,429.23,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
440202,04/03/2013 16:16,16,55,,,31,56232,3,4.5,0,4.11,0.1307,4.57,16,152.4,0,8520,1,25,2,2,1,1,,,1,,,,,,,,,,,,,,1,,0,0,,0,0,,,,,0,,0
207047,16/01/2013 19:32,15,55,,,132,14049,3,4.5,1,5.57,0.0428,5.3,7,153.67,0,1346,4,269,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
381096,20/06/2013 09:55,5,219,,,219,128134,2,4,0,2.3,0.1467,0,7,120,0,14100,1,4,1,0,1,0,,386.57,0,,,,,,,,,,,,,0,0,,,,,,,,0,0,,0,,0
261258,15/02/2013 12:38,12,142,2.13,84.89,219,39555,0,2.5,0,0,0.008,3.91,15,49.45,0,21576,8,154,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
14051,13/04/2013 11:32,5,219,,,219,32794,2,3.5,1,2.56,0.0216,4.42,29,90,0,17548,1,83,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
392432,19/11/2012 13:14,5,219,,,219,138426,2,2,1,0,,4.1,37,60,0,5979,1,4,2,0,1,1,-25.6886,866.54,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
559586,15/02/2013 12:04,14,100,,,219,51979,4,4.5,1,3.5,0.4,5.15,1,118.24,0,4041,1,2,2,0,1,0,,2093.49,0,,,,,1,,0,0,26,,,,0,0,20,,,,,,,0,0,,0,,0
176237,13/05/2013 08:06,5,219,,,219,92772,2,3.5,1,1.1,,5.41,27,179,0,26413,2,35,1,0,1,0,,,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
552593,16/04/2013 09:04,14,100,,,100,53276,3,3.5,1,3.22,0.1846,4.81,15,112.67,0,1996,1,7,1,0,1,0,,,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
329693,10/06/2013 13:15,5,219,,,219,88626,4,4.5,1,4.89,0.268,0,32,599,0,23090,1,267,4,0,1,0,,913.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
313351,28/06/2013 22:58,5,90,,,219,116304,5,4.5,1,3.3,,0,2,399,0,6592,2,177,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
548260,09/12/2012 12:37,14,100,,,219,125079,3,4.5,1,2.64,0.0948,5.33,3,110.28,1,26531,1,12,2,0,1,1,,1214.22,0,,,,0,0,,0,0,,,,,,,,,,,,,,-1,0,8,0,,0
279872,28/11/2012 11:10,5,219,,,219,126899,5,4.5,1,3.87,0.6998,5.7,7,172,0,5313,2,79,2,0,1,1,,,1,,,,1,0,25,,,,,,,0,0,,,,,,,,,,,0,,0
418414,07/06/2013 13:01,15,55,,,55,74048,5,4.5,0,5.41,0.2151,0,21,496.27,0,14177,2,61,2,1,1,0,,,1,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
242058,18/05/2013 08:40,14,59,,,100,18004,3,4.5,1,2.56,0.1027,5.33,25,126.45,0,12079,1,0,2,0,1,1,-9.5755,1952.49,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
128919,05/01/2013 19:45,5,219,,,219,30986,2,3.5,1,2.48,0.0382,4.74,36,67,0,7384,1,11,2,0,1,0,-10.8514,31.23,0,,,,0,0,,0,1,,,,,1,0,19,,,,,,,0,0,,0,,0
342429,14/02/2013 12:56,5,219,,,59,15355,4,4.5,1,2.2,,5.89,12,238,1,12926,5,132,2,0,1,0,,1557.02,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
219938,05/06/2013 13:46,5,219,,,219,125311,5,4.5,1,5.97,0.4618,0,3,269,1,24700,3,28,2,0,1,0,,,1,1,0,16,1,0,66,,,,-1,0,6,1,0,16,,,,,,,-1,0,6,0,,0
192920,26/12/2012 14:09,5,219,,,55,58053,3,3.5,0,0,,4.75,30,88,1,14182,1,8,2,0,1,1,,,0,,,,,,,,,,,,,1,0,14,,,,,,,,,,0,,0
601922,25/11/2012 12:03,5,219,,,219,13992,4,4.5,1,2.2,,5.26,39,84,1,10354,1,34,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
567671,19/03/2013 17:35,5,219,,,219,61286,3,4.5,1,1.39,,4.67,27,110,0,14251,1,7,2,0,2,0,,736.83,0,,,,0,0,,,,,,,,,,,,,,,,,-1,0,13,0,,0
42137,29/03/2013 06:38,14,100,,,55,132115,5,5,1,4.96,0.0176,6.21,30,352.86,1,10979,4,114,2,0,1,0,,3553.3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
30386,14/04/2013 08:35,5,219,,,219,15174,3,4,1,3.78,0.1379,4.95,13,134,0,4182,2,1,8,0,4,0,,276.34,0,,,,0,0,,1,0,27,,,,0,0,,,,,,,,0,0,,0,,0
500651,09/01/2013 14:53,5,23,,,129,80110,4,3.5,1,1.39,0.1241,4.52,18,114,0,3468,2,100,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
471361,14/05/2013 17:17,5,219,,,219,56776,4,4,1,2.2,,5.39,8,184,1,24214,4,16,2,0,1,1,,1074.16,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
171325,25/04/2013 14:41,5,219,,,219,61357,3,5,1,0,0.0023,5.29,6,150,0,23004,2,1,2,0,1,1,,2463.14,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
102005,14/12/2012 14:33,18,129,,,99,13115,0,0,0,1.1,0.0001,4.86,20,134.25,0,13292,4,14,4,1,2,1,,,1,,,,,,,,,,,,,-1,0,31,,,,,,,,,,0,,0
220543,04/02/2013 09:16,5,219,,,219,42585,3,4.5,1,2.4,0.1803,4.72,13,89,1,6189,1,4,2,0,1,1,,166.35,0,,,,,,,,,,,,,1,0,10,,,,,,,1,0,10,0,,0
554232,20/03/2013 15:50,15,55,4.5,363.81,31,97348,4,3.5,0,1.61,0.1904,5.01,3,179.68,0,8708,1,12,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,200.98,1
263972,06/05/2013 13:58,5,219,,,219,90809,3,4,0,3.85,0.0692,4.7,34,74,1,8192,2,59,2,1,1,1,,585.12,0,,,,,,,0,0,,,,,0,0,14,,,,,,,0,0,13,0,,0
